run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-09_gb200_fullflags_all_0117,node2,8G,30,4,64,773.6968402862549,1444.4222240447998,38521.497134,17283.653205,,
