run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-09_fresh_full_suite_e2e_fixed,node1,8G,30,4,64,718.4135971069336,1449.7700147628784,34505.982735,18362.276347,,
2026-02-09_fresh_full_suite_e2e_fixed,node1,8G,30,4,64,639.8987035751343,1448.5735235214233,29184.902516,18296.73808,,
