label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops
node1,8192,8192,8192,bf16,20,0.6534821965033188,0.6518790032714605,0.6602949870284647,1682.5425905392908,1686.6805377349035,1665.182455381266
node1,16384,16384,16384,bf16,20,5.527939052262809,5.649628001265228,5.882975005079061,1591.2065851390678,1556.9331326307015,1495.1776974428587
