run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-09_fresh_full_suite_e2e_green_rootfix,node2,8G,30,4,64,774.0634574890137,1438.004132270813,38550.674888,15013.527471,,
