label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops
node2,8192,8192,8192,bf16,20,0.6867736461572349,0.6865249888505787,0.6935659912414849,1600.9811004370863,1601.5609710243298,1585.3021077458995
node2,16384,16384,16384,bf16,20,5.925892150844447,6.1795630026608706,6.3669859955552965,1484.3491576124188,1423.4166750012052,1381.5159996187253
node2,24576,24576,24576,bf16,20,20.602049751323648,20.623610995244235,21.05023301555775,1440.9640937812353,1439.4576176207804,1410.28433880096
