model,tp,isl,osl,concurrency,num_prompts,request_throughput,output_throughput,total_token_throughput,mean_ttft_ms,median_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,p99_tpot_ms,gpu_util_mean_pct,gpu_util_p95_pct,mem_used_mean_mb,mem_used_max_mb,completed,failed,status,leader_label,worker_label,leader_app_sm_mhz,leader_app_mem_mhz,worker_app_sm_mhz,worker_app_mem_mhz,failure_reason
openai/gpt-oss-120b,8,1024,1024,64,640,7.78062093927834,7967.3558418210205,15934.711683642041,312.9737805887089,242.3454035015311,1233.2915556646185,7.730780142842907,7.7247886988983,8.150132227284363,,,,,640,0,ok,node1,node2,2062,3996,2062,3996,
