label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node2_gpu1,256,4096,4096,bf16,275.04,233.12,248.21,0.0312,0.0380,0.0346,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,2304,4096,4096,bf16,938.95,887.01,894.62,0.0823,0.0873,0.0864,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,4352,4096,4096,bf16,1132.36,1094.01,1091.46,0.1290,0.1335,0.1338,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,6400,4096,4096,bf16,1217.95,1195.56,1197.84,0.1763,0.1796,0.1793,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,8448,4096,4096,bf16,1377.02,1334.99,1332.79,0.2059,0.2124,0.2127,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,10496,4096,4096,bf16,1410.46,1388.59,1387.35,0.2497,0.2537,0.2539,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,12544,4096,4096,bf16,1453.09,1421.69,1428.00,0.2897,0.2962,0.2948,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,14592,4096,4096,bf16,1628.96,1599.31,1603.27,0.3006,0.3062,0.3054,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,16640,4096,4096,bf16,1539.33,1522.24,1521.01,0.3627,0.3668,0.3671,NVIDIA GB200,2062,3996,1950,3996
node2_gpu1,18688,4096,4096,bf16,1603.06,1594.13,1595.16,0.3912,0.3934,0.3931,NVIDIA GB200,2062,3996,1950,3996
