label,m,n,k,dtype,iters,avg_ms,p50_ms,p99_ms,avg_tflops,p50_tflops,p99_tflops
node1_gpu1_telemetry_lock,16384,16384,16384,bf16,12000,6.829677423525331,6.239017995540053,12.60350999655202,1287.9221779800619,1409.8521639937353,697.9082037158199
