label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node2_gpu2,256,4096,4096,bf16,275.04,234.49,237.90,0.0312,0.0376,0.0361,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,2304,4096,4096,bf16,932.07,901.01,906.71,0.0829,0.0860,0.0853,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,4352,4096,4096,bf16,995.72,970.40,973.01,0.1467,0.1506,0.1501,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,6400,4096,4096,bf16,1108.14,1077.55,1081.53,0.1938,0.1994,0.1986,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,8448,4096,4096,bf16,1326.30,1287.40,1287.47,0.2137,0.2203,0.2202,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,10496,4096,4096,bf16,1405.06,1369.64,1370.00,0.2507,0.2572,0.2571,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,12544,4096,4096,bf16,1365.59,1341.84,1344.03,0.3082,0.3137,0.3132,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,14592,4096,4096,bf16,1550.55,1514.09,1511.19,0.3158,0.3234,0.3240,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,16640,4096,4096,bf16,1501.45,1475.76,1477.61,0.3719,0.3784,0.3779,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,18688,4096,4096,bf16,1556.70,1530.64,1534.46,0.4028,0.4097,0.4087,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,256,4096,4096,bf16,284.06,258.68,268.85,0.0302,0.0340,0.0320,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,2304,4096,4096,bf16,1172.21,1121.80,1138.51,0.0660,0.0690,0.0679,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,4352,4096,4096,bf16,1168.90,1113.07,1116.02,0.1249,0.1313,0.1308,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,6400,4096,4096,bf16,1257.90,1225.70,1232.83,0.1707,0.1753,0.1742,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,8448,4096,4096,bf16,1420.75,1376.64,1383.90,0.1995,0.2060,0.2048,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,10496,4096,4096,bf16,1457.34,1426.45,1430.17,0.2417,0.2470,0.2463,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,12544,4096,4096,bf16,1498.27,1464.79,1463.60,0.2809,0.2874,0.2876,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,14592,4096,4096,bf16,1557.49,1532.59,1539.09,0.3144,0.3195,0.3181,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,16640,4096,4096,bf16,1578.89,1558.65,1559.42,0.3536,0.3583,0.3580,NVIDIA GB200,2062,3996,1950,3996
node2_gpu2,18688,4096,4096,bf16,1618.15,1600.76,1605.75,0.3875,0.3918,0.3905,NVIDIA GB200,2062,3996,1950,3996
