run_id,label,file_size,runtime_s,numjobs,iodepth,seq_write_bw_mb_s,seq_read_bw_mb_s,rand_read_iops,rand_write_iops,rand_read_p99_lat_ms,rand_write_p99_lat_ms
2026-02-09_fresh_full_suite_e2e_fixed,node2,8G,30,4,64,768.1309156417847,1468.4708700180054,39029.63037,18173.387097,,
