label,m,n,k,dtype,max_tflops,mean_tflops,median_tflops,min_ms,mean_ms,median_ms,gpu_name,app_sm_mhz,app_mem_mhz,cur_sm_mhz,cur_mem_mhz
node1_gpu2,256,4096,4096,bf16,244.48,211.65,218.06,0.0351,0.0415,0.0394,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,2304,4096,4096,bf16,995.02,939.33,947.98,0.0777,0.0825,0.0816,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,4352,4096,4096,bf16,1179.17,1146.54,1142.56,0.1238,0.1274,0.1278,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,6400,4096,4096,bf16,1281.19,1241.18,1245.76,0.1676,0.1731,0.1724,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,8448,4096,4096,bf16,1604.78,1542.42,1575.38,0.1766,0.1841,0.1799,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,10496,4096,4096,bf16,1624.00,1520.39,1529.76,0.2169,0.2320,0.2302,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,12544,4096,4096,bf16,1484.74,1434.24,1438.29,0.2835,0.2937,0.2927,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,14592,4096,4096,bf16,1713.03,1638.93,1644.19,0.2858,0.2990,0.2978,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,16640,4096,4096,bf16,1493.99,1474.37,1471.31,0.3737,0.3787,0.3795,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,18688,4096,4096,bf16,1725.89,1656.32,1654.28,0.3633,0.3788,0.3791,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,256,4096,4096,bf16,279.33,251.06,264.34,0.0308,0.0353,0.0325,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,2304,4096,4096,bf16,1181.38,1119.03,1121.34,0.0654,0.0692,0.0689,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,4352,4096,4096,bf16,1366.70,1300.21,1311.32,0.1068,0.1124,0.1114,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,6400,4096,4096,bf16,1265.25,1237.14,1242.18,0.1697,0.1737,0.1729,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,8448,4096,4096,bf16,1596.97,1552.57,1551.38,0.1775,0.1827,0.1827,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,10496,4096,4096,bf16,1482.27,1437.34,1436.33,0.2376,0.2451,0.2452,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,12544,4096,4096,bf16,1516.23,1491.08,1498.71,0.2776,0.2823,0.2808,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,14592,4096,4096,bf16,1703.69,1675.21,1684.84,0.2874,0.2924,0.2906,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,16640,4096,4096,bf16,1727.73,1689.64,1699.29,0.3232,0.3305,0.3286,NVIDIA GB200,2062,3996,1950,3996
node1_gpu2,18688,4096,4096,bf16,1723.31,1687.13,1692.36,0.3639,0.3717,0.3705,NVIDIA GB200,2062,3996,1950,3996
